value
1.24
1.25
1.24
1.24
1.24
1.24
1.25
1.32
1.38
1.42
1.43
1.44
1.47
1.50
1.54
1.59
1.64
1.69
1.73
1.75
1.76
1.78
1.79
1.81
1.83
1.86
1.88
1.90
1.93
1.95
