0.83
0.83
0.83
0.83
0.83
1.08
1.76
2.11
2.27
2.31
2.31
2.29
2.21
2.18
2.14
2.10
2.08
2.08
2.08
2.08
2.06
2.04
2.03
2.01
1.98
1.96
1.95
1.95
1.96
1.96
