value
0.94
0.94
0.9390000000000001
0.938
0.937
0.9359999999999999
0.935
0.9339999999999999
0.9319999999999999
0.931
0.931
0.9299999999999999
0.929
0.9279999999999999
0.927
0.9259999999999999
0.9259999999999999
0.9239999999999999
0.923
0.923
0.9219999999999999
0.921
0.921
0.9199999999999999
0.919
0.919
0.9179999999999999
0.917
0.917
0.9159999999999999
